epoch, wall, LR,training_loss_force_constant,training_loss_e,training_loss,training_f_mae,training_e/N_mae,training_force_constant_mae,validation_loss_force_constant,validation_loss_e,validation_loss,validation_f_mae,validation_e/N_mae,validation_force_constant_mae
      2161, 68124.863,  0.00256,           99.495,         0.046204,           99.542,       0.0652,        0.171,         99.5,           279.04,         0.012735,           279.05,        0.184,        0.091,          279
      2162, 68157.458,  0.00256,           98.828,         0.039166,           98.867,       0.0667,        0.183,         98.8,           279.38,         0.014143,           279.39,        0.187,        0.098,          279
      2163, 68190.137,  0.00256,           96.624,         0.093558,           96.717,       0.0698,         0.23,         96.6,           279.24,         0.010922,           279.25,        0.185,       0.0803,          279
      2164, 68222.691,  0.00256,            100.3,          0.13597,           100.43,       0.0648,        0.276,          100,           279.32,         0.013356,           279.33,        0.186,       0.0979,          279
      2165, 68255.247,  0.00256,           98.598,         0.075168,           98.673,       0.0679,        0.192,         98.6,           278.97,         0.011026,           278.98,        0.186,        0.084,          279
      2166, 68287.750,  0.00256,           105.75,         0.048189,            105.8,       0.0651,        0.184,          106,           278.93,         0.012541,           278.94,        0.188,       0.0983,          279
      2167, 68320.063,  0.00256,           95.931,         0.090687,           96.021,       0.0653,        0.225,         95.9,           278.46,         0.012306,           278.47,        0.186,       0.0931,          278
      2168, 68352.121,  0.00256,           96.937,         0.077748,           97.014,       0.0656,        0.219,         96.9,           278.91,         0.010698,           278.92,        0.187,       0.0905,          279
      2169, 68384.402,  0.00256,           97.044,         0.089647,           97.133,       0.0663,         0.24,           97,           278.69,         0.012058,            278.7,        0.189,       0.0997,          279
      2170, 68416.619,  0.00256,           99.472,          0.17593,           99.648,       0.0669,        0.326,         99.5,           278.52,         0.018278,           278.54,        0.189,        0.118,          279
      2171, 68448.373,  0.00256,           99.784,           0.1262,            99.91,       0.0675,         0.28,         99.8,           279.41,         0.017479,           279.43,        0.191,        0.116,          279
      2172, 68480.150,  0.00256,           98.813,         0.099106,           98.912,       0.0652,        0.218,         98.8,           278.73,         0.012189,           278.75,         0.19,       0.0914,          279
      2173, 68511.888,  0.00256,           106.91,          0.21364,           107.12,        0.068,        0.336,          107,           278.96,         0.015078,           278.98,        0.188,        0.105,          279
      2174, 68543.597,  0.00256,           99.112,          0.12657,           99.239,       0.0659,        0.262,         99.1,           279.44,          0.01607,           279.46,        0.189,        0.105,          279
      2175, 68575.818,  0.00256,           97.132,         0.098172,            97.23,       0.0646,        0.246,         97.1,            278.8,         0.015455,           278.81,        0.188,        0.104,          279
      2176, 68608.058,  0.00256,           96.979,          0.07248,           97.052,        0.066,        0.221,           97,           278.96,         0.014072,           278.98,        0.188,        0.103,          279
      2177, 68640.232,  0.00256,           100.95,         0.055451,           101.01,       0.0684,        0.179,          101,           278.31,         0.012769,           278.32,        0.188,        0.106,          278
