epoch, batch, loss, loss_force_constant, loss_e, f_mae, e/N_mae, force_constant_mae
    3,     9,           1419.8,           1351.2,           68.598,          0.48416,           8.2824,           1351.2
    3,    10,           1066.9,           1044.7,           22.292,          0.25568,           4.7214,           1044.7
    3,    11,             1589,           1567.3,           21.719,           0.2741,           4.6603,           1567.3
    3,    12,           1246.7,           1122.5,           124.22,          0.19892,           11.145,           1122.5
    3,    13,           1707.2,           1490.6,           216.58,          0.44348,           14.717,           1490.6
    3,    14,           1936.8,           708.04,           1228.8,          0.13613,           35.054,           708.04
    3,    15,           1544.6,           1519.6,           24.954,          0.16138,           4.9954,           1519.6
    3,    16,           1928.3,           1924.9,            3.386,          0.32881,           1.8401,           1924.9
    3,    17,           1494.7,           1473.1,           21.608,          0.39032,           4.6484,           1473.1
    3,    18,           347.94,           343.62,           4.3253,          0.37115,           2.0797,           343.62
    3,    19,           3345.7,           33.502,           3312.2,       8.5783e-05,           57.551,           33.502
    3,    20,             1701,           1697.9,           3.1849,          0.27769,           1.7846,           1697.9
    3,    21,           1214.7,           1147.6,           67.071,          0.23681,           8.1897,           1147.6
    3,    22,           4206.9,           4138.1,            68.79,          0.15439,            8.294,           4138.1
    3,    23,           1319.2,           1251.8,           67.393,           0.4237,           8.2093,           1251.8
    3,    24,           1319.3,           1252.4,            66.96,          0.43375,           8.1829,           1252.4
    3,    25,           1385.1,           1372.9,           12.208,          0.09557,            3.494,           1372.9
    3,    26,           1303.1,           1235.9,           67.189,          0.19979,           8.1969,           1235.9
    3,    27,           1685.5,           1658.8,           26.687,         0.090301,            5.166,           1658.8
    3,    28,           2265.9,           1508.2,           757.65,          0.45104,           27.525,           1508.2
    3,    29,           1203.8,           1178.3,           25.547,          0.55562,           5.0544,           1178.3
    3,    30,           1599.7,           1010.4,           589.33,           1.3378,           24.276,           1010.4
    3,    31,           1679.5,           1658.8,           20.785,          0.32556,           4.5591,           1658.8
    3,    32,           1503.2,           759.24,           743.96,          0.29707,           27.276,           759.24
    3,    33,           1619.3,           1597.5,           21.793,          0.41514,           4.6683,           1597.5
    3,    34,           860.15,           765.55,           94.597,          0.67246,           9.7261,           765.55
    3,    35,             1349,           1346.7,            2.355,           0.4784,           1.5346,           1346.7
    3,    36,           1259.4,           1257.2,           2.1974,          0.36933,           1.4824,           1257.2
